Income_per_month,Age,Rent_per_month,Loan_Repayment_per_month,Insurance_premium,Healthcare_cost_per_month,Education_cost_per_month,Desired_Savings_per_month,Dependents_0,Dependents_1,Dependents_2,Dependents_3,Dependents_4,Occupation_Professional,Occupation_Retired,Occupation_Self_Employed,Occupation_Student,Risk_Tolerance
20152,53,6045,0,639,783,1476,1679,0,0,1,0,0,0,0,1,0,0.014984832643246708
47577,30,14273,0,1249,1499,0,6900,1,0,0,0,0,1,0,0,0,0.03233156694964517
8974,24,2692,1345,194,310,671,649,0,0,1,0,0,0,0,0,1,0.006070910616752936
34784,18,10435,0,1664,1163,3186,3040,0,1,0,0,0,0,0,0,1,0.027346873183438713
43094,26,6464,0,2011,1807,0,6318,1,0,0,0,0,1,0,0,0,0.028649341425235546
117573,45,35271,6890,3022,5836,9940,8229,0,0,0,0,1,0,0,0,1,0.11183371259991708
16192,53,3238,0,562,601,1271,1288,0,0,0,0,1,1,0,0,0,0.00819374537489857
10788,63,2157,0,532,345,1006,1007,0,1,0,0,0,0,0,0,1,0.005433068210450299
14656,47,2931,1695,552,645,910,824,0,0,0,1,0,0,0,1,0,0.008425868427892065
10297,26,2059,0,373,309,820,1009,0,1,0,0,0,1,0,0,0,0.005037268645730622
87402,47,26220,0,2861,4036,7151,9280,0,0,0,0,1,0,0,0,1,0.07413851595994786
103555,52,20711,7342,2465,4699,8574,21817,0,0,0,0,1,0,0,0,1,0.10635798929853207
38759,64,7751,0,908,1800,3620,2246,0,0,0,1,0,1,0,0,0,0.02690742654892539
79697,44,15939,6737,3687,3748,6207,11171,0,1,0,0,0,0,1,0,0,0.07495193862428404
33393,46,5009,0,910,1521,2485,1674,0,0,1,0,0,0,1,0,0,0.021100382308652237
27802,22,5560,0,782,1198,2023,1575,0,1,0,0,0,0,0,0,1,0.0184597345861365
22983,18,4596,3015,553,766,1469,2263,0,0,1,0,0,0,0,0,1,0.019190823005180112
23403,60,4680,0,743,802,2114,1841,0,0,0,0,1,0,0,0,1,0.016996565769190328
8696,22,1304,0,337,291,656,594,0,0,0,0,1,0,1,0,0,0.003508629224093976
37062,46,7412,4858,1342,1305,1971,2712,0,1,0,0,0,1,0,0,0,0.029145330854708825
29047,34,4357,0,610,910,2297,2525,0,0,0,0,1,0,1,0,0,0.01980882583430382
54461,54,10892,0,1855,2530,2779,7453,0,0,0,1,0,0,0,1,0,0.05113651017869507
32330,41,4849,0,1052,1254,0,1877,1,0,0,0,0,0,1,0,0,0.019478496874274616
26338,44,5267,0,734,1220,1473,1497,0,0,1,0,0,0,1,0,0,0.01713742676716074
14942,26,2988,0,589,677,1233,1080,0,0,0,0,1,0,0,0,1,0.007569790672621185
31782,55,9534,0,1531,1057,2228,2683,0,0,1,0,0,1,0,0,0,0.024223131756616004
54151,30,16245,0,2220,2512,3292,8052,0,1,0,0,0,1,0,0,0,0.05172574562090933
12019,43,1802,0,305,496,645,1134,0,0,0,1,0,0,1,0,0,0.005267407741006223
32174,28,6434,0,1272,1311,2478,2883,0,0,1,0,0,0,0,0,1,0.022780794495707708
36148,41,7229,6141,887,1583,2936,3393,0,0,0,0,1,1,0,0,0,0.029990496842531293
16890,50,2533,0,614,632,0,1483,1,0,0,0,0,0,0,0,1,0.006775215606604992
18744,23,5623,0,915,818,1670,1167,0,0,0,1,0,0,1,0,0,0.010187622881381152
36078,52,7215,4374,1773,1654,2364,2071,0,1,0,0,0,1,0,0,0,0.02840531462593469
12115,33,3634,2321,563,369,723,50,0,0,0,0,1,0,0,1,0,0.00801221324371135
39691,30,11907,3978,1231,1649,3424,2449,0,0,0,1,0,0,1,0,0,0.033864174286717605
14656,61,2931,1742,603,609,1257,918,0,0,0,0,1,0,1,0,0,0.008834563717778047
70209,28,21062,11623,1761,2158,6258,3183,0,1,0,0,0,0,0,1,0,0.06288649976291705
194699,40,38939,28925,9327,6998,13615,33920,0,1,0,0,0,0,1,0,0,0.19224153494840718
15068,19,2260,0,507,690,0,1085,1,0,0,0,0,0,0,1,0,0.0058496993312078535
45996,47,9199,0,1704,1490,3740,5453,0,0,0,1,0,0,0,1,0,0.033893933652486
16773,36,2516,0,529,641,0,877,1,0,0,0,0,0,1,0,0,0.0061909400586854695
68989,57,13797,0,2237,3187,0,7672,1,0,0,0,0,0,0,1,0,0.0567917816535494
10902,62,3270,0,340,486,0,1087,1,0,0,0,0,0,0,1,0,0.0057306618681342665
44065,63,8813,3305,1510,1743,2534,6509,0,0,1,0,0,0,1,0,0,0.03584515606803388
14921,64,4476,1907,683,595,911,956,0,1,0,0,0,0,1,0,0,0.010135048001856984
25421,32,5084,1560,1152,1103,0,2329,1,0,0,0,0,0,0,1,0,0.017631432238916125
13149,59,2629,0,396,395,829,708,0,0,1,0,0,0,0,0,1,0.005929057639923578
57920,50,11584,0,1356,2237,5613,7431,0,0,1,0,0,0,1,0,0,0.05466200304339114
15357,61,3071,0,514,683,1227,1355,0,0,1,0,0,0,1,0,0,0.007964598258481915
46654,58,9330,3377,940,1651,0,5275,1,0,0,0,0,0,0,0,1,0.0334911902357537
22780,22,6834,1496,966,995,1605,1543,0,0,1,0,0,0,1,0,0,0.018121469795235726
27374,39,5474,1758,549,1323,0,1948,1,0,0,0,0,0,0,0,1,0.01841906345291969
33764,44,10129,0,884,1201,2869,3053,0,0,0,1,0,1,0,0,0,0.026092019926871317
16309,64,3261,1173,399,741,886,1262,0,1,0,0,0,0,1,0,0,0.009023039700977892
35498,52,7099,0,1640,1354,2902,2644,0,0,0,0,1,0,1,0,0,0.024873869888084946
102050,36,15307,0,5101,4226,0,16642,1,0,0,0,0,1,0,0,0,0.09476374039516469
16098,56,2414,2955,392,628,1077,1474,0,1,0,0,0,0,1,0,0,0.010071561354884405
76603,24,15320,11736,2838,2697,0,11345,1,0,0,0,0,0,0,1,0,0.07092252049924312
99452,56,14917,0,4453,4019,8060,10431,0,0,0,1,0,0,0,1,0,0.08281436306029447
15615,51,3123,0,477,733,858,1488,0,1,0,0,0,1,0,0,0,0.007894167759496709
9366,51,1873,0,258,287,470,592,0,1,0,0,0,0,0,1,0,0.003971883351222019
38197,44,7639,5780,1097,1494,3484,2262,0,0,1,0,0,1,0,0,0,0.030478550441133
19361,61,2904,3569,574,783,0,1681,1,0,0,0,0,0,0,1,0,0.01108734770644568
133764,22,26752,20689,3704,4524,0,25896,1,0,0,0,0,0,1,0,0,0.13078546870009106
30847,21,4627,0,678,1133,2571,2333,0,0,0,0,1,0,0,1,0,0.021034911703961764
15790,24,4737,0,751,585,881,1067,0,0,1,0,0,0,1,0,0,0.008909954111057985
11982,20,1797,1693,563,480,656,1089,0,0,1,0,0,0,0,1,0,0.0067434722831187024
71745,38,21523,11608,3269,2826,6172,2405,0,0,0,0,1,1,0,0,0,0.06417111238525285
18996,51,3799,2938,817,677,1496,1231,0,0,1,0,0,0,0,1,0,0.012115037804314315
31070,26,6214,4353,1318,1438,1959,2829,0,0,1,0,0,0,1,0,0,0.02569126046785691
64446,37,9667,0,2653,2000,5592,7895,0,0,0,1,0,1,0,0,0,0.05778772842793174
20364,57,6109,0,927,616,1417,1131,0,1,0,0,0,0,0,1,0,0.014448172080556619
28917,29,4337,0,625,1220,2351,2731,0,0,0,0,1,0,0,0,1,0.0202472804899582
29604,56,8881,0,1275,1002,2033,1877,0,0,0,1,0,0,0,0,1,0.021887021543796858
51824,63,15547,0,2386,2285,4719,5469,0,0,0,1,0,1,0,0,0,0.04884007912023379
48124,45,7218,3183,1899,2155,4793,6372,0,0,0,1,0,0,0,0,1,0.03861575302107161
25156,50,3773,1522,1143,804,2039,1551,0,0,1,0,0,0,0,0,1,0.01818594842106725
31567,27,6313,0,913,1009,2594,1762,0,0,0,0,1,0,0,1,0,0.021000192443898634
22281,28,3342,0,687,995,1431,2054,0,0,1,0,0,0,0,1,0,0.015102878127461347
9199,24,2759,687,352,367,730,719,0,0,1,0,0,0,1,0,0,0.0057683570647742355
36865,35,11059,0,893,1834,2092,2975,0,0,0,1,0,0,0,1,0,0.027767472219632054
136312,36,20446,19519,3508,6302,0,23861,1,0,0,0,0,1,0,0,0,0.12958914219620152
14794,31,2958,0,737,598,1323,1029,0,0,0,0,1,0,1,0,0,0.007495392258200193
16163,34,2424,0,705,692,1468,1507,0,0,0,0,1,0,1,0,0,0.007929878998418786
14948,40,2242,0,349,501,1439,1172,0,0,0,1,0,0,0,1,0,0.0069924589767142884
53563,36,10712,0,1258,2637,3275,6984,0,0,0,1,0,0,1,0,0,0.05041633352709987
42947,62,8589,5509,1364,1950,2638,5217,0,1,0,0,0,0,1,0,0,0.035200369809718614
26426,20,5285,0,1319,1091,2505,1510,0,0,0,1,0,0,0,1,0,0.018313913693871357
14393,51,4318,0,708,671,1168,873,0,0,1,0,0,1,0,0,0,0.008413964681584707
32301,42,6460,4263,1104,1017,1706,2247,0,0,0,1,0,0,0,1,0,0.025086153363899508
8580,58,1287,0,285,410,593,673,0,0,0,0,1,0,0,0,1,0.003585011596232861
33647,48,6729,3628,1267,1036,0,2163,1,0,0,0,0,0,1,0,0,0.023706310771104848
60244,56,18073,0,2401,1977,0,6672,1,0,0,0,0,0,0,1,0,0.05156802098233682
11025,31,3307,0,308,342,619,762,0,0,1,0,0,1,0,0,0,0.005921121809052006
8803,54,2641,0,221,386,0,773,1,0,0,0,0,1,0,0,0,0.004375618746813268
106138,64,21227,18408,4723,4642,6736,14253,0,0,0,1,0,0,1,0,0,0.10637882085456994
18389,37,3677,0,563,846,0,1762,1,0,0,0,0,0,0,0,1,0.008527050271504613
74437,49,14887,0,1576,2348,3919,10088,0,0,0,1,0,0,0,1,0,0.0632307164269715
26522,50,5304,0,1212,817,1842,2036,0,1,0,0,0,0,0,0,1,0.017971680987534794
26354,48,7906,4251,1107,1133,1814,835,0,0,0,0,1,0,0,1,0,0.022659773074916227
42603,24,6390,2459,1773,1776,2970,4734,0,0,1,0,0,1,0,0,0,0.03174034754971302
14790,22,2958,1183,584,464,1413,919,0,1,0,0,0,1,0,0,0,0.008395117083264722
33354,21,6670,0,1081,1268,0,2734,1,0,0,0,0,0,1,0,0,0.02096944109927129
22109,28,4421,2915,1031,1043,1891,1341,0,0,1,0,0,0,0,0,1,0.018655154421348973
10431,36,3129,820,322,396,984,956,0,0,0,1,0,1,0,0,0,0.006924012435446976
39298,55,11789,0,1101,1511,2693,2913,0,1,0,0,0,0,1,0,0,0.029669095692232608
24301,37,3645,0,879,1100,2179,2088,0,0,0,0,1,1,0,0,0,0.016984662022882967
26458,44,7937,0,897,954,1698,2081,0,0,0,0,1,0,0,1,0,0.01953801560581141
11393,46,3418,0,239,466,796,643,0,1,0,0,0,0,0,0,1,0.006247482853645423
107159,35,32147,0,3065,5267,9321,19474,0,1,0,0,0,0,0,0,1,0.10456151558497985
60495,54,9074,0,1902,2014,5899,6568,0,1,0,0,0,0,0,1,0,0.05384362048476023
64878,64,12975,0,2838,2822,0,9700,1,0,0,0,0,0,0,1,0,0.05564307013488928
23496,42,4699,1672,750,954,1383,1735,0,0,0,0,1,0,0,0,1,0.017933985790894825
7522,37,1504,386,362,364,631,538,0,0,0,0,1,0,1,0,0,0.003794319135470585
143098,23,21464,0,6041,4587,0,22884,1,0,0,0,0,0,1,0,0,0.1258136706590509
28568,53,4285,5640,1273,1409,2557,2109,0,0,1,0,0,1,0,0,0,0.02409417450495295
16480,32,3296,1395,769,697,1277,1510,0,0,0,0,1,0,1,0,0,0.00985927787906984
41872,35,8374,0,1083,1817,2431,5760,0,0,1,0,0,0,0,0,1,0.030897165519608447
76316,55,22895,8651,3363,2942,4988,10357,0,0,1,0,0,0,1,0,0,0.0704533144989614
29451,42,5890,0,759,1277,1605,2320,0,0,1,0,0,0,0,1,0,0.01970764399069127
83434,37,16686,12017,3043,2641,7896,9727,0,0,0,0,1,0,0,0,1,0.08209319442984031
71349,39,21404,6202,2082,2320,4726,8536,0,0,0,1,0,1,0,0,0,0.06475935584860816
12680,29,3804,0,442,503,1121,720,0,0,1,0,0,0,0,0,1,0.007260293268629859
17499,58,2624,0,460,772,990,1531,0,0,0,1,0,0,0,0,1,0.008008245328275564
64536,57,19360,0,3152,2193,0,7512,1,0,0,0,0,0,1,0,0,0.055865273399293314
3425,64,1027,0,136,155,230,271,0,0,0,1,0,0,1,0,0,0.001407618000845166
26619,50,5323,4580,732,1284,2649,1662,0,0,0,1,0,0,1,0,0,0.022627037772570992
9549,46,2864,1326,258,420,919,573,0,1,0,0,0,1,0,0,0,0.006577811813674627
20490,19,4098,0,506,980,1128,1478,0,0,1,0,0,1,0,0,0,0.014248784329908361
23621,43,7086,3607,1023,933,1821,1320,0,0,0,0,1,1,0,0,0,0.02066787952615154
22524,49,6757,0,774,1118,1497,1226,0,1,0,0,0,1,0,0,0,0.016347811595439278
19286,20,3857,0,903,901,1560,1342,0,0,0,1,0,0,0,1,0,0.00996343565925923
12471,47,2494,0,249,484,0,1122,1,0,0,0,0,0,0,0,1,0.005369581563477719
187677,36,37535,0,6550,8435,17389,34251,0,0,0,0,1,0,1,0,0,0.17514676327218115
133642,27,20046,9762,4625,5214,0,30444,1,0,0,0,0,0,0,0,1,0.12286154157482596
11840,42,2368,1875,585,427,824,744,0,0,0,1,0,0,0,0,1,0.0071898627696446536
106366,63,21273,0,4440,3431,0,25665,1,0,0,0,0,0,0,0,1,0.09949547955233978
21793,36,6538,0,788,711,1969,1587,0,1,0,0,0,0,1,0,0,0.016284324948466697
33266,60,4989,0,1245,1429,0,2604,1,0,0,0,0,0,0,0,1,0.020835523953313506
28519,38,4277,1652,1168,1373,2452,2770,0,1,0,0,0,0,0,1,0,0.02205664992867672
17697,23,3539,1736,841,814,1087,1122,0,0,1,0,0,0,1,0,0,0.010213414331713763
65909,31,19772,0,1444,1990,4262,9509,0,0,0,0,1,0,0,1,0,0.06176853958888428
33178,25,6635,3801,727,1301,0,2786,1,0,0,0,0,0,1,0,0,0.02409715044152979
20490,19,6147,0,536,742,1946,1666,0,1,0,0,0,0,0,0,1,0.015545300698551513
10564,35,1584,0,351,378,1004,1003,0,0,0,1,0,0,0,0,1,0.004883511922593906
14677,39,2935,0,447,501,1450,841,0,0,0,1,0,0,0,0,1,0.00728013284580879
8069,47,1613,0,173,375,748,471,0,1,0,0,0,0,0,1,0,0.0036921453129990893
30294,53,9088,1947,1149,1060,3011,2180,0,0,0,0,1,0,0,0,1,0.02520419884811415
11517,45,3455,1542,521,470,953,569,0,0,1,0,0,1,0,0,0,0.007786042063871535
24258,52,4851,0,525,845,1674,1313,0,0,1,0,0,0,0,1,0,0.016642429316546407
89772,19,17954,9079,3204,3319,5741,12223,0,0,0,0,1,1,0,0,0,0.0833480476864077
78307,53,15661,0,3872,2685,0,8424,1,0,0,0,0,0,1,0,0,0.0638824465372994
29235,35,8770,2055,628,1248,1706,1534,0,1,0,0,0,1,0,0,0,0.022802618030604533
27981,60,8394,0,806,1304,1931,2624,0,0,1,0,0,1,0,0,0,0.021453526782437213
134976,26,40492,0,4489,5069,10659,29298,0,0,0,0,1,0,0,1,0,0.1335689613782951
45504,45,6825,0,1146,1728,2747,5422,0,0,1,0,0,0,1,0,0,0.031181863452126108
23079,25,4615,0,843,858,1604,2295,0,0,1,0,0,1,0,0,0,0.016819001553438892
9586,25,1438,0,436,367,0,848,1,0,0,0,0,0,0,0,1,0.003522516928119228
41111,22,8222,0,1273,1393,4006,5497,0,0,1,0,0,0,0,0,1,0.03133661215412177
58244,30,8736,0,1180,2124,4476,7148,0,1,0,0,0,0,1,0,0,0.05257091160873179
18099,24,5429,0,695,635,1801,939,0,0,0,0,1,1,0,0,0,0.009653938255267903
37870,38,7574,3515,1759,1629,0,3309,1,0,0,0,0,0,0,1,0,0.027566100511265904
22428,46,6728,3073,982,1025,0,1957,1,0,0,0,0,0,1,0,0,0.018286138285820853
25892,54,5178,2169,1023,1027,2303,1780,0,0,0,0,1,0,1,0,0,0.019885208206442705
4099,62,819,0,177,141,227,242,0,1,0,0,0,0,1,0,0,0.0013163559458220827
25122,31,5024,0,745,995,1996,1949,0,0,1,0,0,0,1,0,0,0.017155282386621777
65150,54,9772,7853,2252,3239,3342,8626,0,0,1,0,0,0,0,0,1,0.06447465791609049
18102,21,3620,2779,570,871,1517,1728,0,1,0,0,0,0,0,1,0,0.012243995055977367
31287,39,4693,0,663,1473,2021,2860,0,0,0,1,0,0,0,0,1,0.02155173268947292
16386,28,3277,0,448,577,933,1589,0,0,0,0,1,0,1,0,0,0.008197713290334356
40026,51,8005,0,1397,1309,3451,4624,0,1,0,0,0,0,0,1,0,0.029446892427828577
25228,62,5045,3574,993,868,1907,1854,0,0,1,0,0,0,0,0,1,0.020147090625204596
14151,33,2830,0,291,630,1293,1070,0,0,0,0,1,1,0,0,0,0.00725136545889934
87115,26,17423,0,4164,4125,5757,12594,0,0,0,0,1,1,0,0,0,0.0765024015808175
63076,33,12615,0,2391,2561,5967,8640,0,0,1,0,0,0,1,0,0,0.057242140055511134
18490,56,2773,3043,832,578,1741,1654,0,1,0,0,0,1,0,0,0,0.0117013826201336
44675,33,8935,0,1140,1735,2832,5327,0,0,0,1,0,0,0,1,0,0.032318671224478866
46114,48,9222,0,1790,1792,3283,5837,0,0,0,0,1,0,1,0,0,0.03418656741587523
50150,48,15045,0,1124,1654,3896,6812,0,0,0,0,1,1,0,0,0,0.04714776318687096
7735,30,2320,1189,259,335,690,398,0,0,0,0,1,0,0,1,0,0.00517614568598314
67120,22,13424,0,2746,3225,5488,7412,0,1,0,0,0,0,0,0,1,0.05927371275863369
19018,64,3803,2332,757,614,1767,1192,0,0,0,0,1,0,0,0,1,0.011727174070466211
22531,56,6759,0,608,1110,1883,2093,0,0,1,0,0,0,0,1,0,0.017442956255716277
247522,35,37128,31671,5775,9064,22036,48729,0,0,1,0,0,1,0,0,0,0.25668643349872927
38194,37,5729,0,1171,1588,0,2671,1,0,0,0,0,0,0,1,0,0.02249411260547215
22024,19,4404,0,843,943,2128,1988,0,0,0,0,1,0,0,1,0,0.016477760825961276
5139,57,1027,0,116,254,461,288,0,0,0,1,0,0,0,1,0,0.0020533962380193753
91195,47,18239,0,4114,4006,0,10139,1,0,0,0,0,0,0,0,1,0.07347190616673578
10226,27,2045,0,359,500,638,917,0,0,0,0,1,0,0,0,1,0.00493410284440018
13442,59,4032,0,614,509,1221,1031,0,0,0,0,1,0,0,0,1,0.008002293455121885
23014,28,4602,2064,908,875,2199,1241,0,1,0,0,0,1,0,0,0,0.018236539342873524
93160,46,13974,0,4585,4465,7899,12251,0,1,0,0,0,0,1,0,0,0.08023819396361025
55689,57,11137,10570,1934,1823,3631,5769,0,0,1,0,0,0,0,0,1,0.05802282741750208
26441,33,5288,4899,1104,1115,0,1323,1,0,0,0,0,0,0,0,1,0.020256208299688716
38391,45,5758,0,1332,1290,0,2077,1,0,0,0,0,0,0,1,0,0.021844366452862158
18557,34,3711,0,465,691,0,1204,1,0,0,0,0,1,0,0,0,0.007948726596738771
33546,55,6709,5785,761,1558,3354,1964,0,0,1,0,0,0,0,1,0,0.027407383893834455
31812,61,6362,0,861,1461,1778,2253,0,0,0,1,0,0,0,1,0,0.021240251327763703
65118,32,9767,0,2432,3101,5661,7828,0,0,0,1,0,0,0,1,0,0.05916657904186746
65035,48,9755,4705,2926,2978,5640,9172,0,0,0,1,0,0,0,1,0,0.0645282247744736
44539,24,8907,0,1080,1862,0,5996,1,0,0,0,0,0,0,0,1,0.0304061359844299
22450,63,4490,3723,1071,828,1135,2094,0,0,0,0,1,1,0,0,0,0.019391202734687318
54307,47,16292,0,1865,2125,0,7301,1,0,0,0,0,0,0,0,1,0.047775685804584134
27872,53,5574,5271,979,936,2681,1961,0,0,0,0,1,0,1,0,0,0.02287800842388447
12624,43,3787,0,264,484,1012,757,0,1,0,0,0,0,0,1,0,0.007135303932402593
21727,28,4345,0,1066,1051,1582,1221,0,0,1,0,0,0,0,0,1,0.015468918326412628
32098,23,6419,5985,700,1166,3060,2096,0,0,0,1,0,1,0,0,0,0.02627256007919959
62138,59,12427,11542,1783,2194,0,7057,1,0,0,0,0,0,1,0,0,0.06162767859091387
25903,46,5180,0,1009,941,0,2072,1,0,0,0,0,0,0,0,1,0.01607600938808792
11402,45,3420,1722,447,397,1103,691,0,1,0,0,0,0,0,0,1,0.008063796144376571
31393,32,6278,2747,1030,1434,2314,3081,0,0,0,0,1,0,1,0,0,0.02488676561325125
32850,46,9855,0,1513,1185,2217,3113,0,0,0,1,0,1,0,0,0,0.025355971613532972
34808,23,10442,0,1043,1434,1897,3210,0,0,1,0,0,0,1,0,0,0.026423340865759468
62620,29,12524,0,1543,2854,5595,7182,0,0,0,0,1,0,1,0,0,0.05537721980069161
67784,33,13556,9342,1440,3115,6661,9920,0,0,0,0,1,0,0,1,0,0.06878877397364908
18649,63,3729,0,449,820,1394,935,0,0,0,1,0,0,0,1,0,0.0090934701999631
18325,55,3665,0,891,759,1086,1180,0,0,1,0,0,0,1,0,0,0.008904994216763253
13053,26,1957,0,382,592,1291,1158,0,0,0,1,0,0,0,1,0,0.006301049712028537
52470,39,10494,4857,2083,2607,3167,6530,0,0,0,1,0,1,0,0,0,0.05366704824786774
95607,50,19121,16264,4690,3225,0,10599,1,0,0,0,0,0,0,0,1,0.08435292227052058
23315,43,4663,1767,1085,889,1469,2287,0,0,1,0,0,0,1,0,0,0.018674993998527904
24730,57,3709,0,868,781,1961,2168,0,0,0,0,1,0,0,1,0,0.01680312989169575
96991,24,29097,7997,2185,4846,6204,12920,0,0,0,1,0,1,0,0,0,0.08651940409845986
44954,63,8990,4035,1868,1480,2709,6088,0,1,0,0,0,1,0,0,0,0.03662286749344798
42528,49,12758,5917,1018,1473,3576,2266,0,0,1,0,0,1,0,0,0,0.03272339859892906
11570,57,3471,1599,282,376,1107,767,0,1,0,0,0,0,1,0,0,0.00806974801753025
51633,60,7745,6836,2394,2030,4445,6512,0,0,0,0,1,0,0,1,0,0.05237350781580143
14266,41,2853,0,570,711,1117,1195,0,0,1,0,0,1,0,0,0,0.007344611471640316
12109,58,2421,0,580,368,0,1064,1,0,0,0,0,0,0,1,0,0.005108691123574774
22732,56,4546,1632,1108,877,1495,1909,0,0,1,0,0,0,0,0,1,0.01789430663653696
18775,55,2816,0,634,831,1478,1132,0,0,0,0,1,1,0,0,0,0.008582601087605621
25126,54,7537,0,1006,788,0,1442,1,0,0,0,0,1,0,0,0,0.016706907942377933
9472,36,2841,0,375,452,497,740,0,0,0,0,1,0,0,1,0,0.0051711857916884076
64602,60,9690,7720,1510,2648,3409,9372,0,0,1,0,0,0,0,1,0,0.06397370859232249
73946,22,14789,0,2852,3492,4550,9687,0,0,0,0,1,0,0,1,0,0.06650027874605936
6317,47,947,1195,147,245,407,621,0,0,1,0,0,0,0,0,1,0.0035274768224139606
65625,42,13125,0,2997,2588,0,9312,1,0,0,0,0,0,1,0,0,0.05564803002918402
15686,47,3137,0,750,517,936,921,0,0,1,0,0,0,0,1,0,0.007317828042448759
59547,42,17864,0,1885,2183,3395,7621,0,0,0,0,1,1,0,0,0,0.05497348440510036
28401,26,5680,0,1159,1363,2811,2257,0,0,0,0,1,0,0,0,1,0.02051114686643798
30698,44,6139,0,1258,1519,2476,1706,0,0,0,0,1,0,0,1,0,0.02112319782240801
25870,41,7761,4934,556,1147,1678,1320,0,1,0,0,0,0,0,1,0,0.0230277972315854
79114,57,15822,0,1969,2951,7098,10854,0,1,0,0,0,1,0,0,0,0.06904569649811623
11128,60,3338,1358,518,336,680,949,0,1,0,0,0,1,0,0,0,0.007415041970625522
48787,55,9757,4359,1265,2351,4004,5312,0,0,0,1,0,0,0,1,0,0.04002535497963467
72403,32,21721,14401,3095,3589,4321,0,0,0,1,0,0,0,0,0,1,0.06459964725231776
53211,55,10642,4416,2009,2438,4323,7689,0,1,0,0,0,0,0,1,0,0.0557095327184387
192665,43,38533,33936,7978,9561,13720,16908,0,0,0,0,1,0,1,0,0,0.18260346835488242
19649,47,3929,1850,480,830,1275,1541,0,0,0,0,1,0,0,0,1,0.011570441410752655
64524,28,12904,12032,2847,2400,5875,4238,0,1,0,0,0,1,0,0,0,0.0625849381897973
27558,46,5511,1869,853,1213,1978,1641,0,1,0,0,0,1,0,0,0,0.020039956908438367
80473,32,24141,7841,3995,3102,6195,7067,0,0,0,0,1,0,0,0,1,0.07191449935818968
29816,61,5963,4366,983,1384,2783,1939,0,1,0,0,0,0,0,0,1,0.02462686715220725
21996,26,4399,0,649,950,1147,1285,0,0,0,1,0,1,0,0,0,0.01494912140432463
85289,59,17057,0,2071,3009,4902,9371,0,0,0,1,0,0,1,0,0,0.07363260674188511
20245,46,4049,0,447,725,1338,1778,0,0,0,1,0,0,0,0,1,0.014332110554059871
9689,32,1937,622,450,364,0,821,1,0,0,0,0,1,0,0,0,0.004524415575655251
19840,34,3968,2157,469,693,1161,1664,0,0,0,1,0,0,0,1,0,0.011806532379181936
49226,33,9845,0,2284,2022,3443,5349,0,0,0,0,1,0,0,0,1,0.03591856250359592
91361,39,18272,9963,3335,2995,0,11520,1,0,0,0,0,0,1,0,0,0.08032846403977438
32789,57,6557,4153,1307,1496,2902,2805,0,0,0,0,1,0,0,0,1,0.027302234134786118
86121,60,17224,4353,3807,4119,7281,12852,0,0,0,0,1,0,1,0,0,0.0808313973212603
10121,28,2024,0,366,484,808,547,0,1,0,0,0,1,0,0,0,0.004703963749124579
21043,55,6313,3107,731,755,1707,1567,0,0,1,0,0,0,0,0,1,0.018386328150574456
23815,42,3572,2653,1035,834,1318,1617,0,0,0,1,0,0,0,0,1,0.01789430663653696
27372,47,5474,0,889,1320,2417,2029,0,0,1,0,0,0,1,0,0,0.01910848875988755
32087,19,9626,0,717,1424,2820,2822,0,0,1,0,0,0,1,0,0,0.025003819118606944
52139,18,7820,0,2029,2479,4647,6286,0,1,0,0,0,0,0,1,0,0.04824687576258375
21017,55,4203,1814,442,658,1934,2036,0,0,1,0,0,0,1,0,0,0.017094771676226035
33529,54,6705,2713,1273,1257,2501,2068,0,0,0,1,0,1,0,0,0,0.025177415418922593
28936,26,4340,0,1022,1072,0,1713,1,0,0,0,0,0,0,0,1,0.017357646073846874
14303,22,2860,0,416,480,1353,1155,0,0,0,0,1,0,1,0,0,0.0073098922115771865
27392,41,8217,0,831,1278,2620,1732,0,0,0,1,0,0,0,1,0,0.020896034663709248
26742,44,5348,0,899,917,1878,2079,0,1,0,0,0,0,0,1,0,0.017979616818406367
26288,47,5257,4370,913,792,0,2193,1,0,0,0,0,0,1,0,0,0.01994968683227423
30771,32,9231,0,1007,1483,2371,1706,0,1,0,0,0,0,0,1,0,0.023098227730570606
31872,64,4780,0,1012,1442,2693,1675,0,0,0,1,0,0,0,0,1,0.02161323537872761
21228,26,4245,1973,630,687,1830,1582,0,0,0,0,1,1,0,0,0,0.016907287671885138
83043,63,12456,12588,3274,3010,5438,11009,0,0,1,0,0,0,0,1,0,0.08110915140176532
11770,54,3531,605,379,443,708,1150,0,0,1,0,0,0,1,0,0,0.007332707725332958
16851,47,3370,0,497,570,1427,1142,0,1,0,0,0,0,1,0,0,0.008413964681584707
277318,32,83195,0,13056,11372,0,67366,1,0,0,0,0,0,0,0,1,0.2861710211231978
13076,37,2615,2557,332,622,1097,1052,0,0,0,0,1,1,0,0,0,0.00892880170937797
10157,42,3047,0,247,398,534,710,0,1,0,0,0,0,1,0,0,0.005439020083603978
53988,26,10797,0,2337,1697,4909,6157,0,0,0,0,1,1,0,0,0,0.05093216253375208
5694,62,1708,0,133,283,502,375,0,1,0,0,0,0,0,1,0,0.002913441908726041
24852,39,4970,0,699,906,0,1688,1,0,0,0,0,0,0,0,1,0.0158944772569007
166977,30,50093,0,5097,5129,10055,31292,0,0,0,1,0,0,0,1,0,0.15368926857430815
